LLNR,Name,Position,Characteristic,Height,Range,Structure,Remarks
954.4,Grecian Rocks Buoy C,"25-06-23.500N, 080-18-19.300W",,,,Yellow can.,
954.6,Grecian Rocks Buoy D,"25-06-25.000N, 080-18-28.800W",,,,Yellow can.,
954.8,Grecian Rocks Buoy E,"25-06-48.700N, 080-18-26.300W",,,,Yellow can.,
956,French Reef Buoy A,"25-02-11.900N, 080-20-37.900W",,,,Yellow can.,
956.2,French Reef Buoy B,"25-01-48.800N, 080-21-00.100W",,,,Yellow can.,
956.4,French Reef Buoy C,"25-02-21.500N, 080-21-16.000W",,,,Yellow can.,
957,Molasses Reef Buoy A,"25-01-00.100N, 080-22-32.000W",,,,Yellow can.,
957.2,Molasses Reef Buoy B,"25-01-00.300N, 080-21-50.200W",,,,Yellow can.,
957.4,Molasses Reef Buoy C,"25-00-17.600N, 080-22-41.800W",,,,Yellow can.,
957.6,Molasses Reef Buoy D,"25-00-43.000N, 080-22-50.000W",,,,Yellow can.,
960,Molasses Reef Light 10,"25-00-42.673N, 080-22-35.324W",Fl R 6s,45,5,TR on brown square pyramidal skeleton tower; pile foundation.,
963,Conch Reef Buoy A,"24-57-02.850N, 080-27-28.020W",,,,Yellow can.,
963.2,Conch Reef Buoy B,"24-57-20.300N, 080-27-15.800W",,,,Yellow can.,
963.3,Conch Reef Buoy C,"24-57-00.600N, 080-26-55.800W",,,,Yellow can.,
963.4,Conch Reef Buoy D,"24-56-49.800N, 080-27-15.600W",,,,Yellow can.,
963.5,Conch Reef Buoy E,"24-56-59.400N, 080-27-25.300W",,,,Yellow can.,
963.6,Conch Reef Buoy F,"24-56-46.600N, 080-27-31.100W",,,,Yellow can.,
963.7,Conch Reef Buoy G,"24-56-57.300N, 080-27-44.000W",,,,Yellow can.,
965.3,NOAA Life Support Lighted Buoy Aquarius,"24-57-00.000N, 080-27-12.000W",Fl (4)Y 20s,,,Yellow disc-shaped with mast.,
967,Hens And Chickens Buoy A,"24-56-22.700N, 080-32-51.400W",,,,Yellow can.,
967.2,Hens And Chickens Buoy B,"24-56-12.700N, 080-32-37.700W",,,,Yellow can.,
967.4,Hens And Chickens Buoy C,"24-55-51.700N, 080-32-57.200W",,,,Yellow can.,
967.6,Hens And Chickens Buoy D,"24-56-02.200N, 080-33-17.000W",,,,Yellow can.,
970,Davis Reef Light 14,"24-55-32.822N, 080-30-09.680W",Fl R 4s,16,6,TR on dolphin.,
973,Davis Reef Buoy A,"24-55-36.400N, 080-30-16.000W",,,,Yellow can.,
973.2,Davis Reef Buoy B,"24-55-24.700N, 080-30-03.100W",,,,Yellow can.,
973.4,Davis Reef Buoy C,"24-55-06.300N, 080-30-20.800W",,,,Yellow can.,
973.6,Davis Reef Buoy D,"24-55-20.580N, 080-30-31.200W",,,,Yellow can.,
977,Cheeca Rocks Buoy A,"24-54-25.380N, 080-36-54.660W",,,,Yellow can.,
977.2,Cheeca Rocks Buoy B,"24-54-15.240N, 080-36-46.140W",,,,Yellow can.,
977.4,Cheeca Rocks Buoy C,"24-54-05.760N, 080-36-59.820W",,,,Yellow can.,
977.6,Cheeca Rocks Buoy D,"24-54-13.200N, 080-37-11.400W",,,,Yellow can.,
978,Cheeca Rocks Data Lighted Buoy,"24-53-50.744N, 080-37-07.136W",Fl Y 4s,,,Yellow pyramidal.,
981,Alligator Reef Light,"24-51-04.771N, 080-37-03.770W",Fl (4)W 60s,16,7,Small platform on steel pile.,
983,Alligator Reef Buoy A,"24-51-13.900N, 080-37-09.900W",,,,Yellow can.,
983.2,Alligator Reef Buoy B,"24-50-58.600N, 080-36-50.200W",,,,Yellow can.,
983.4,Alligator Reef Buoy C,"24-50-30.700N, 080-37-21.100W",,,,Yellow can.,
983.6,Alligator Reef Buoy D,"24-50-48.800N, 080-37-37.900W",,,,Yellow can.,
990,Tennessee Reef Light,"24-44-45.897N, 080-46-56.489W",Fl W 4s,49,8,Small black house on hexagonal pyramidal skeleton tower on piles.,
993,Tennessee Reef Buoy A,"24-46-12.120N, 080-45-04.140W",,,,Yellow can.,
993.2,Tennessee Reef Buoy B,"24-45-58.980N, 080-44-54.120W",,,,Yellow can.,
993.4,Tennessee Reef Buoy C,"24-45-41.700N, 080-45-26.880W",,,,Yellow can.,
993.6,Tennessee Reef Buoy D,"24-45-53.880N, 080-45-34.380W",,,,Yellow can.,
997,Coffins Patch Buoy A,"24-41-27.900N, 080-57-40.860W",,,,Yellow can.,
997.2,Coffins Patch Buoy B,"24-41-07.260N, 080-57-31.980W",,,,Yellow can.,
997.4,Coffins Patch Buoy C,"24-40-45.120N, 080-58-19.980W",,,,Yellow can.,
997.6,Coffins Patch Buoy D,"24-41-03.660N, 080-58-28.860W",,,,Yellow can.,
1001,Sombrero Key Light,"24-37-39.917N, 081-06-30.857W",Fl (5)W 60s,19,7,Small platform on steel pile.,
1001.5,Scripps Wave Data Lighted Buoy CDIP STA 242,"24-32-05.800N, 081-14-37.800W",Fl (5)Y 20s,,,Yellow sphere-shaped with antenna.,
1002,Sombrero Key Buoy A,"24-37-54.500N, 081-06-46.700W",,,,Yellow can.,
1002.2,Sombrero Key Buoy B,"24-37-29.700N, 081-06-11.600W",,,,Yellow can.,
1002.4,Sombrero Key Buoy C,"24-37-15.200N, 081-06-53.500W",,,,Yellow can.,
1002.6,Sombrero Key Data Lighted Buoy,"24-37-36.008N, 081-06-32.216W",Fl Y 4s,,,Yellow pyramidal.,
1003,Newfound Harbor Key Buoy A,"24-37-00.600N, 081-23-20.700W",,,,Yellow can.,
1003.2,Newfound Harbor Key Buoy B,"24-36-51.000N, 081-23-17.100W",,,,Yellow can.,
1003.4,Newfound Harbor Key Buoy C,"24-36-44.400N, 081-23-48.000W",,,,Yellow can.,
1003.6,Newfound Harbor Key Buoy D,"24-37-00.000N, 081-23-51.700W",,,,Yellow can.,
1005,Big Pine Shoal Light 22,"24-34-06.142N, 081-19-32.347W",Q R,18,4,TR on dolphin.,
1006,Looe Key Research Buoy A,"24-34-10.000N, 081-23-00.100W",,,,Yellow can.,
1006.2,Looe Key Research Buoy B,"24-33-58.581N, 081-22-57.400W",,,,Yellow can.,
1006.4,Looe Key Research Buoy C,"24-33-50.681N, 081-23-36.100W",,,,Yellow can.,
1006.6,Looe Key Research Buoy D,"24-34-13.981N, 081-23-40.600W",,,,Yellow can.,
1007,Looe Key Buoy A,"24-33-14.300N, 081-24-01.200W",,,,Yellow can.,
1007.2,Looe Key Buoy B,"24-32-42.100N, 081-23-51.200W",,,,Yellow can.,
1007.4,Looe Key Buoy C,"24-32-31.300N, 081-24-41.800W",,,,Yellow can.,
1007.6,Looe Key Buoy D,"24-33-07.000N, 081-24-48.400W",,,,Yellow can.,
1007.8,Looe Key Telemetering Lighted Buoy LR,"24-32-33.900N, 081-24-07.800W",Fl (4)Y 20s,,,Yellow.,
1010,Looe Key Light 24,"24-32-48.560N, 081-24-09.419W",Fl R 4s,18,6,TR on dolphin.,
1016,American Shoal Light,"24-31-32.510N, 081-31-02.592W",Fl (4)W 60s,19,7,Small platform on steel pile.,
1023,Eastern Sambos Buoy A,"24-29-50.300N, 081-39-35.500W",,,,Yellow can.,
1023.2,Eastern Sambo Buoy B,"24-29-32.681N, 081-39-21.800W",,,,Yellow can.,
1023.4,Eastern Sambos Buoy C,"24-29-22.900N, 081-40-00.000W",,,,Yellow can.,
1023.6,Eastern Sambos Buoy D,"24-29-46.100N, 081-40-00.200W",,,,Yellow can.,
1024,Western Sambo Buoy A,"24-33-42.000N, 081-40-48.000W",,,,Yellow can.,
1024.2,Western Sambo Buoy B,"24-28-50.781N, 081-41-54.800W",,,,Yellow can.,
1024.4,Western Sambo Buoy C,"24-28-30.100N, 081-49-41.600W",,,,Yellow can.,
1024.6,Western Sambo Buoy D,"24-33-30.000N, 081-43-06.000W",,,,Yellow can.,
1025,Eastern Sambos Shoal Daybeacon,"24-29-30.846N, 081-39-48.381W",,,,NW on pile worded DANGER SHOAL.,
1025.5,Middle Sambos Shoal Daybeacon,"24-29-18.528N, 081-40-38.789W",,,,NW on pile worded DANGER SHOAL.,
1030,Western Sambos Shoal Daybeacon,"24-28-59.249N, 081-42-11.175W",,,,NW on pile worded DANGER SHOAL.,
1030.4,Western Sambos West Shoal Daybeacon,"24-28-48.136N, 081-43-09.855W",,,,NW on pile worded DANGER SHOAL.,
1030.2,Western Sambos North Shoal Daybeacon,"24-29-11.976N, 081-42-30.032W",,,,NW on pile worded DANGER SHOAL,
1035,Stock Island Approach Channel Light 32,"24-28-28.968N, 081-44-31.742W",Fl R 2.5s,14,5,TR on pile.,
1040,Key West Entrance Lighted Whistle Buoy KW,"24-27-25.832N, 081-47-59.991W",Mo (A) W,,6,Red and white stripes with red spherical topmark.,AIS: MMSI 993672010
1045,Eastern Dry Rocks Obstruction Daybeacon,"24-27-40.000N, 081-50-38.000W",,,,NW on pile worded DANGER CORAL REEF.,
1047,Eastern Dry Rocks Buoy A,"24-27-55.000N, 081-50-32.800W",,,,Yellow can.,
1047.2,Eastern Dry Rocks Buoy B,"24-27-42.800N, 081-50-19.800W",,,,Yellow can.,
1047.4,Eastern Dry Rocks Buoy C,"24-27-27.900N, 081-50-47.400W",,,,Yellow can.,
1047.6,Eastern Dry Rocks Buoy D,"24-27-43.100N, 081-50-51.300W",,,,Yellow can.,
1053,Rock Key Buoy A,"24-27-29.400N, 081-51-21.100W",,,,Yellow can.,
1053.2,Rock Key Buoy B,"24-27-18.100N, 081-51-09.200W",,,,Yellow can.,
1053.4,Rock Key Buoy C,"24-27-12.400N, 081-51-35.800W",,,,Yellow can.,
1053.6,Key West Buoy D,"24-27-26.900N, 081-51-38.900W",,,,Yellow can.,
1054,Sand Key Buoy A,"24-27-35.000N, 081-52-17.500W",,,,Yellow can.,
1054.2,Sand Key Buoy B,"24-27-00.100N, 081-52-18.900W",,,,Yellow can.,
1054.4,Sand Key Buoy C,"24-27-00.100N, 081-52-57.200W",,,,Yellow can.,
1054.6,Sand Key Buoy D,"24-27-36.400N, 081-52-56.600W",,,,Yellow can.,
1055.1,Sand Key Light,"24-27-20.958N, 081-52-38.330W",Fl (2)W 15s,40,13,,
1060,Western Dry Rocks Daybeacon K,"24-26-47.017N, 081-55-36.631W",,,,NB on pile.,
1070,Cosgrove Shoal Light,"24-27-28.459N, 082-11-06.177W",Fl W 6s,54,9,On hexagonal pyramidal skeleton tower on piles.,
1080,Twenty Eight Foot Shoal Lighted Buoy 2,"24-25-48.257N, 082-25-31.637W",Fl R 4s,,5,Red.,
1085,Halfmoon Shoal Light WR2,"24-33-29.797N, 082-28-25.687W",Fl R 6s,19,5,TR on dolphin.,
1090.1,Rebecca Shoal Lighted Buoy 4,"24-34-43.624N, 082-35-26.731W",Fl R 6s,,5,Red.,
1100,Fort Jefferson Lighted Buoy A,"24-33-59.700N, 082-54-01.020W",Fl Y 2.5s,,,Yellow.,
1105,Fort Jefferson Buoy B,"24-33-59.820N, 082-56-00.180W",,,,Yellow can.,
1110,Fort Jefferson Lighted Buoy C,"24-34-00.060N, 082-58-00.780W",Fl Y 4s,,,Yellow.,
1115,Fort Jefferson Buoy D,"24-36-29.820N, 082-58-00.240W",,,,Yellow can.,
1165,Fort Jefferson Buoy N,"24-38-14.640N, 082-47-12.180W",,,,Yellow can.,
1170,Fort Jefferson Lighted Buoy O,"24-36-59.280N, 082-48-01.200W",Fl Y 6s,,,Yellow.,
1175,Fort Jefferson Buoy P,"24-35-59.100N, 082-50-00.780W",,,,Yellow can.,
1180,Fort Jefferson Buoy Q,"24-35-00.240N, 082-52-00.180W",,,,Yellow can.,
1185,Pulaski Shoal Light,"24-41-36.038N, 082-46-22.804W",Fl W 6s,56,9,Skeleton tower on 3-legged jacket.,AIS: MMSI 993672016
1190,New Ground Rocks Light,"24-39-59.775N, 082-26-38.992W",Fl W 4s,19,5,NB on pile.,
1195,Ellis Rock Light,"24-38-56.932N, 082-11-02.449W",Fl W 2.5s,16,5,NB on dolphin.,
1200,Smith Shoal Light,"24-43-05.835N, 081-55-17.561W",Fl W 6s,54,9,Skeleton tower on 3-legged jacket.,
1205,East Cape Light 2,"25-05-00.032N, 081-04-57.809W",Fl R 4s,16,5,TR on dolphin.,
1210,Northwest Cape Light 4,"25-12-49.781N, 081-11-45.461W",Fl R 2.5s,16,5,TR on pile.,
1215,Broad Creek Light 6,"25-26-19.432N, 081-12-12.295W",Fl R 6s,18,5,TR on pile.,
1220,Lostmans River Light 8,"25-32-33.528N, 081-14-59.064W",Fl R 2.5s,18,5,TR on pile.,
1225,Pavilion Key Light 10,"25-40-55.277N, 081-21-23.609W",Fl R 4s,18,5,TR on pile.,
1230,Cape Romano Shoals Light,"25-41-25.193N, 081-38-46.526W",Fl W 4s,18,6,NW on dolphin.,
1245,Sanibel Island Light,"26-27-10.528N, 082-00-51.332W",Fl (2)W 6s,98,13,Brown square pyramidal skeleton tower enclosing stair cylinder.,
1247,Sanibel-Captiva CR Research LB A,"26-28-04.220N, 082-13-48.940W",Fl Y 4s,,,Yellow.,
1250,Captiva Island Obstruction Daybeacon,"26-29-01.287N, 082-11-05.342W",,,,NW on pile worded DANGER SUBMERGED JETTY.,
1255,Redfish Pass Lighted Buoy 1,"26-33-08.346N, 082-12-55.824W",Fl G 2.5s,,,Green.,
1257,Redfish Pass Buoy 2,"26-33-07.340N, 082-12-38.329W",,,,Red.,
1260,Redfish Pass Buoy 4,"26-33-11.689N, 082-12-23.318W",,,,Red nun.,
1265,Redfish Pass Buoy 5,"26-33-15.579N, 082-12-08.182W",,,,Green can.,
1270,Redfish Pass Daybeacon 7,"26-33-10.430N, 082-11-48.760W",,,,SG on pile.,
1271,Redfish Pass Daybeacon 9,"26-33-03.880N, 082-11-42.070W",,,,SG on pile.,
1272,Redfish Pass Light 10,"26-32-56.890N, 082-11-36.480W",Fl R 2.5s,,,,
1273,Redfish Pass Daybeacon 11,"26-32-57.870N, 082-11-35.020W",,,,SG on pile.,
1274,Redfish Pass Daybeacon 12,"26-32-50.610N, 082-11-25.680W",,,,TR on pile.,
1275,Redfish Pass Daybeacon 13,"26-32-51.530N, 082-11-24.980W",,,,SG on pile.,
1276,Redfish Pass Daybeacon 14,"26-32-44.780N, 082-11-15.790W",,,,TR on pile.,
1277,Redfish Pass Daybeacon 15,"26-32-45.390N, 082-11-15.250W",,,,SG on pile.,
1278,Redfish Pass Daybeacon 16,"26-32-38.620N, 082-11-06.050W",,,,TR on pile.,
1279,Redfish Pass Daybeacon 17,"26-32-39.220N, 082-11-05.500W",,,,SG on pile.,
1280,Redfish Pass Daybeacon 18,"26-32-32.500N, 082-10-56.170W",,,,TR on pile.,
1281,Redfish Pass Daybeacon 19,"26-32-33.090N, 082-10-55.690W",,,,SG on pile.,
1282,Redfish Pass Light 20,"26-32-31.690N, 082-10-54.280W",Fl R 2.5s,,,,
1283,Redfish Pass Daybeacon 21,"26-32-40.820N, 082-10-43.960W",,,,SG on pile.,
1284,Redfish Pass Daybeacon 22,"26-32-47.570N, 082-10-33.430W",,,,TR on pile.,
1285,Redfish Pass Daybeacon 23,"26-32-57.590N, 082-10-20.490W",,,,SG on pile.,
1286,Redfish Pass Daybeacon 24,"26-33-02.680N, 082-10-11.860W",,,,TR on pile.,
1305.6,Gasparilla Island North Obstruction Light,"26-43-15.000N, 082-15-39.000W",,,,NW on pile worded DANGER SUBMERGED PILING.,
1305.4,Gaparilla Island West Obstruction Light,"26-43-14.000N, 082-15-26.000W",,,,NW on pile worded DANGER SUBMERGED PILINGS.,
1305.2,Gasparilla Island South Obstruction Light,"26-43-09.000N, 082-15-39.000W",,,,NW on pile worded DANGER SUBMERGED PILINGS.,
1305,Port Boca Grande Light,"26-43-02.401N, 082-15-39.267W",Oc W 4s,41,12,White frame dwelling on south end of island.,
1315,Venice Fishing Pier North Obstruction Light,"27-04-20.203N, 082-27-11.648W",F R,16,,On pile.,
1325,Venice Inlet Light 1,"27-06-45.774N, 082-28-12.897W",Fl G 6s,20,5,SG on pile.,
1340,Sarasota County Artificial Reef Buoy M7,"27-16-15.000N, 082-47-48.000W",,,,Yellow can.,
1345,New Pass Shoal Light,"27-18-55.179N, 082-35-53.135W",Q W,16,4,MR on pile.,
1351,Longboat Pass Channel Approach Lighted Buoy LP,"27-26-06.024N, 082-42-10.065W",Mo (A) W,,6,Red and White verticle stripes.,
1367,Scripps Wave Lighted Buoy A,"27-20-54.700N, 084-16-30.200W",Fl (5)Y 20s,,,Yellow can. Marked Wave Buoy,
1370,Egmont Key Light,"27-36-02.878N, 082-45-38.465W",Fl W 15s,85,13,White tower.,
1375.1,Egmont Channel Range Front Light Passing Lights,"27-36-48.919N, 082-45-53.305W",Fl W 2.5s,,,On the same structure as Egmont Channel Range Front Light.,Two synchronized passing lights visible all around located on the NW and SE corners of platform.
1375,Egmont Channel Range Front Light,"27-36-48.919N, 082-45-53.305W",Fl W 2.5s,,,On tower.,AIS: MMSI 993672351 Day range visible 1° each side of rangeline. Night range visible 0.5° each side of rangeline. Lighted throughout 24 hours.
1380.1,Egmont Channel Range Rear Light Passing Lights,"27-36-58.002N, 082-44-22.384W",Fl W 2.5s,,,On the same structure as Egmont Channel Range Rear Light.,Two synchronized passing lights visible all around located on the NW and SE corners of platform.
1380,Egmont Channel Range Rear Light,"27-36-58.002N, 082-44-22.384W",Iso W 6s,,,On tower.,AIS: MMSI 993672352 Day range visible 1° each side of rangeline. Night range visible 0.5° each side of rangeline. Lighted throughout 24 hours.
1385,Southwest Channel Entrance Lighted Bell Buoy 1,"27-32-19.802N, 082-48-35.962W",Fl G 2.5s,,5,Green.,
1387,USF COMPS Lighted Buoy C10,"27-10-08.400N, 082-55-40.800W",Fl Y 4s,,,Yellow can.,
1387.1,USF COMPS Lighted Buoy C12,"27-30-14.400N, 083-42-46.800W",Fl Y 4s,,,Yellow can.,
1387.2,USF COMPS Lighted Buoy C13,"26-00-43.200N, 083-05-24.000W",Fl Y 4s,,,Yellow can.,
1390,Tampa Bay Lighted Buoy T,"27-35-18.750N, 083-00-42.566W",Mo (A) W,,6,Red and white stripes with red spherical topmark.,AIS: MMSI 993672025
1395,Pinellas Spotter Lighted Buoy A,"27-42-59.400N, 083-05-42.000W",Fl Y 2.5s,,,Yellow.,
1396,USF Research Lighted Buoy SUBGEO 1,"27-43-54.000N, 083-06-45.000W",Fl Y 4s,,,Steel pole spar buoy with platform yellow.,
1397,USF Research Lighted Buoy SUBGEO 2,"27-48-29.000N, 084-14-43.000W",Fl Y 4s,,,Steel pole spar buoy with platform yellow.,
1400,Pass-A-Grille Entrance Light PG,"27-40-34.708N, 082-46-01.135W",Mo (A) W,16,5,MR on pile.,
1410,Long Key North Breakwater Obstruction Daybeacon,"27-44-16.101N, 082-45-17.364W",,,,NW on pile on breakwater worded DANGER ROCK GROINS.,Private aid.
1425,Johns Pass Light JP,"27-46-29.801N, 082-48-01.469W",Mo (A) W,16,6,MR on pile.,
1505,Clearwater Pass Channel Light 1,"27-58-11.603N, 082-50-50.721W",Fl G 2.5s,18,5,SG on pile.,
1505.5,Clearwater Pass Channel Light 2,"27-58-06.625N, 082-50-18.442W",Fl R 2.5s,16,5,TR on pile.,
1510,Clearwater Fishing Pier North Obstruction Light,"27-58-40.000N, 082-49-56.000W",F R,,,On pier.,
1515,Clearwater Fishing Pier South Obstruction Light,"27-58-39.000N, 082-49-56.200W",F R,,,On pier.,
1535,Anclote Anchorage South Entrance Light 1,"28-08-17.029N, 082-51-57.388W",Fl G 2.5s,16,5,SG on pile.,
1555,Anclote Key Light,"28-10-02.000N, 082-50-44.000W",Fl (4)W 30s,110,,Brown skeleton tower with black lantern.,
1560,Anclote Anchorage North Entrance Light 2,"28-15-03.231N, 082-52-54.250W",Fl R 2.5s,16,5,TR on pile.,
1563,Pasco County Art Reef Buoy H,"28-22-19.800N, 082-56-57.600W",,,,Yellow can.,
1565,St Martins Outer Shoal Light 10,"28-25-50.211N, 082-55-04.870W",Fl R 4s,16,5,TR on dolphin.,At west point of shoal.
1566.6,Minnow Creek Obstruction Daybeacon F,"28-30-02.000N, 082-39-48.000W",,,,NW on pile worded ROCKS.,
1566.5,Minnow Creek Obstruction Daybeacon E,"28-30-02.000N, 082-39-44.000W",,,,NW on pile worded ROCKS.,
1566.4,Minnow Creek Obstruction Daybeacon D,"28-30-01.000N, 082-39-05.000W",,,,NW on pile worded DANGER SHOAL.,
1566.3,Minnow Creek Obstruction Daybeacon C,"28-30-01.000N, 082-39-05.000W",,,,NW on pile worded ROCKS.,
1566.2,Minnow Creek Obstruction Daybeacon B,"28-30-02.000N, 082-39-06.000W",,,,NW on pile worded ROCKS.,
1566.1,Minnow Creek Obstruction Daybeacon A,"28-27-50.000N, 082-41-19.000W",,,,NW on pile worded ROCKS.,
1570,Reef Ball Reef Center Buoy,"28-30-08.000N, 082-58-48.000W",,,,Yellow can.,
1575,Ben Dickson Reef Center Buoy,"28-31-07.100N, 082-58-06.900W",,,,Yellow can.,
1580,Richardson Reef Center Buoy,"28-30-54.000N, 082-56-18.000W",,,,Yellow can.,
1585,Champion Reef Center Buoy,"28-36-04.500N, 082-56-05.000W",,,,Yellow can.,
1590,Homosassa Bay Entrance Light 2,"28-41-25.520N, 082-48-38.916W",Fl R 4s,16,5,TR on pile.,
1605,Crystal River Lighted Buoy 2,"28-47-30.952N, 082-58-35.422W",Fl R 4s,,5,Red.,
1615,Seahorse Reef Light,"28-58-31.211N, 083-09-13.280W",Fl W 6s,31,7,White square skeleton tower on piles.,
1620,Cedar Keys Main Channel Light 1,"29-04-00.362N, 083-04-33.044W",Fl G 4s,16,5,SG on pile.,
1625,Cedar Keys Northwest Channel Approach Light 2,"29-08-28.965N, 083-07-51.209W",Fl R 2.5s,16,5,TR on pile.,
1645,Horseshoe Beach Approach Light 2,"29-23-16.209N, 083-20-24.450W",Fl R 4s,16,5,TR on pile.,
1660,Steinhatchee River Light 1,"29-39-23.275N, 083-27-22.614W",Fl G 4s,30,5,SG on dolphin.,
1665,Fishermans Rest Fish Haven Lighted Buoy A,"29-39-50.000N, 083-37-49.000W",Fl Y 6s,,,Yellow.,
1675,Keaton Beach Light 1,"29-48-50.062N, 083-37-43.769W",Fl G 2.5s,16,5,SG on pile.,
1680,Little River Inlet Lighted Buoy LR,"33-49-49.513N, 078-32-27.325W",Mo (A) W,,5,Red and white stripes with red spherical topmark.,AIS: MMSI 993672126
1685,Little River Inlet North Jetty Light 2,"33-50-31.490N, 078-32-39.490W",Fl R 4s,24,5,TR on dolphin.,
1690,Little River Inlet South Jetty Light 1,"33-50-29.468N, 078-32-50.518W",Fl G 4s,24,5,SG on dolphin.,
1695,Little River Inlet Buoy 4,"33-50-45.900N, 078-32-47.518W",,,,Red nun.,
1695.5,Little River Inlet Buoy 5,"33-50-58.193N, 078-32-47.098W",,,,Green can.,
1700,Little River Inlet Buoy 6,"33-50-59.565N, 078-32-42.579W",,,,Red nun.,
1705,Little River Inlet Light 7,"33-51-06.268N, 078-32-48.864W",Fl G 2.5s,12,5,SG on pile.,
1710,Little River Inlet Light 8,"33-51-07.660N, 078-32-43.768W",Fl R 4s,12,5,TR on pile.,
1715,Little River Inlet Buoy 9,"33-51-18.406N, 078-32-58.084W",,,,Green can.,
1720,Little River Inlet Lighted Buoy 10,"33-51-23.991N, 078-33-01.360W",Q R,,4,Red nun.,
1725,Little River Inlet Daybeacon 11,"33-51-22.568N, 078-33-11.578W",,,,SG on pile.,
1730,Little River Inlet Daybeacon 12,"33-51-25.984N, 078-33-12.362W",,,,TR on pile.,
1735,Little River Inlet Buoy 14,"33-51-21.110N, 078-33-31.010W",,,,Red nun.,
1740,Little River Inlet Light 15,"33-51-16.715N, 078-33-37.813W",Fl G 4s,,5,SG on pile.,
1745,Little River Inlet Buoy 16,"33-51-18.914N, 078-33-46.392W",,,,Red nun.,
1750.5,Little River Inlet Daybeacon 19,"33-51-37.205N, 078-34-22.966W",,,,SG on pile.,
1750,Little River Inlet Lighted Buoy 18,"33-51-26.336N, 078-34-07.575W",Fl R 2.5s,,5,Red.,
1755,Little River Inlet Daybeacon 20,"33-51-54.249N, 078-34-26.085W",,,,TR on pile.,
1755.5,Little River Inlet Daybeacon 22,"33-52-03.911N, 078-34-22.865W",,,,TR on pile.,
1760,Murrells Inlet Lighted Buoy MI,"33-30-39.308N, 079-00-44.721W",Mo (A) W,,5,Red and white stripes with red spherical topmark.,
1765,Murrells Inlet South Jetty Light 1,"33-31-22.615N, 079-01-37.337W",Q G,27,4,SG on dolphin.,
1770,Murrells Inlet North Jetty Light 2,"33-31-27.163N, 079-01-33.185W",Q R,20,4,TR on dolphin.,
1775,Murrells Inlet Buoy 4,"33-31-38.126N, 079-01-48.856W",,,,Red nun.,
1778,Murrells Inlet Buoy 4A,"33-31-39.781N, 079-01-57.191W",,,,Red nun.,
1780,Murrells Inlet Lighted Buoy 6,"33-31-43.522N, 079-02-04.141W",Q R,,4,Red.,
1790,Murrells Inlet Buoy 8,"33-31-50.625N, 079-02-06.507W",,,,Red nun.,
1795,Murrells Inlet Lighted Buoy 7,"33-31-49.936N, 079-02-10.319W",Fl G 2.5s,,5,Green.,
1795.5,Murrells Inlet Buoy 9,"33-32-03.408N, 079-02-05.662W",,,,Green can.,
1795.1,Murrells Inlet Buoy 7A,"33-31-55.719N, 079-02-07.219W",,,,Green can.,
1800,Murrells Inlet Light 10,"33-32-09.487N, 079-01-58.361W",Fl R 4s,12,3,TR on pile.,
1805,Murrells Inlet Lighted Buoy 11,"33-32-48.530N, 079-01-28.704W",Fl G 4s,,5,Green.,
1815,Murrells Inlet Buoy 14,"33-32-58.393N, 079-01-31.378W",,,,Red nun.,
1820,Murrells Inlet Buoy 16,"33-33-03.969N, 079-01-30.205W",,,,Red nun.,
1825,Murrells Inlet Buoy 17,"33-33-07.955N, 079-01-23.062W",,,,Green can.,
1830.5,Murrells Inlet Buoy 19A,"33-33-14.329N, 079-01-16.346W",,,,Green can.,
1830,Murrells Inlet Buoy 19,"33-33-11.220N, 079-01-16.322W",,,,Green can.,
1835,Murrells Inlet Buoy 21,"33-33-17.319N, 079-01-17.046W",,,,Green can.,
1840,Murrells Inlet Buoy 23,"33-33-19.783N, 079-01-22.127W",,,,Green can.,
